index:ID,chemical,:LABEL
ETCM_XHCF_1477,Verticine-N-Oxide,chemical
ETCM_XHCF_1478,Verticinone-N-Oxide,chemical
ETCM_XHCF_1479,Zhebeinine,chemical
ETCM_XHCF_1480,Zhebeininoside,chemical
ETCM_XHCF_1481,Zhebeinone,chemical
ETCM_XHCF_1482,Zhebeiresinol,chemical
ETCM_XHCF_1483,Zhebeirine,chemical
ETCM_XHCF_1484,Anemarrhenasaponin I,chemical
ETCM_XHCF_1485,Anemarrhenasaponin Ia,chemical
ETCM_XHCF_1486,Anemarsaponin B,chemical
ETCM_XHCF_1487,Anemarsaponin C,chemical
ETCM_XHCF_1488,Anemarsaponin E,chemical
ETCM_XHCF_1489,Anemarsaponin F,chemical
ETCM_XHCF_1490,Anemarsaponin G,chemical
ETCM_XHCF_1491,Cthd0233276-21,chemical
ETCM_XHCF_1492,Degalactotigonin,chemical
ETCM_XHCF_1493,"(25S)-26-O-Î’-D-Glucopyranosyl-22-Hydroxy-5Î’-Furostane-3Î’,26-Diol 3-O-Î’-D-Glucopyranosyl-(1â†’2)-O-Î’-D-Galactopyranoside",chemical
ETCM_XHCF_1494,Cis-Hinokiresinol,chemical
ETCM_XHCF_1495,P-Hydroxyphenyl Crotonic Acid,chemical
ETCM_XHCF_1496,Markogenin,chemical
ETCM_XHCF_1497,Markogenin3-O-Î’-D-Glucopyranosyl-(1â†’2)-Î’-D-Galactopyranoside,chemical
ETCM_XHCF_1498,Monomethyl-Cis-Hinokiresinol,chemical
ETCM_XHCF_1499,Neogitogenin,chemical
ETCM_XHCF_1500,"Nicotinamide,Vitamin Pp",chemical
ETCM_XHCF_1501,Pentacosyl Vinyl Ester,chemical
ETCM_XHCF_1502,Sarsasapogenin,chemical
ETCM_XHCF_1503,Smilagenin,chemical
ETCM_XHCF_1504,Smilagenin-3-O-[Î’-D-Glucopyranosyl-(1â†’2)]-Î’-D-Mannopyranoside,chemical
ETCM_XHCF_1505,"(5Î’,25S)-Spirostan-3Î’,15Î‘,23Î‘-Diol-3-O-D-Glucopyranosyl-(1â†’2)-Î’-D-Galactopyranoside",chemical
ETCM_XHCF_1506,"(5Î’,25S)-Spirostan-3Î’,15Î‘,23Î‘-Triol-3-O-D-Glucopyranosyl-(1â†’2)-Î’-D-Galactopyranoside",chemical
ETCM_XHCF_1507,Timobiose,chemical
ETCM_XHCF_1508,Timosaponin A1,chemical
ETCM_XHCF_1509,Timosaponin A3,chemical
ETCM_XHCF_1510,Xilingsaponin B,chemical
ETCM_XHCF_1511,10-O-Acetylgeniposide,chemical
ETCM_XHCF_1512,Asperuloside,chemical
ETCM_XHCF_1513,3-O-Caffeoyl-4-O-Sinapoylquinic Acid,chemical
ETCM_XHCF_1514,6''-O-P-Coumaroylgenipingentiobioside,chemical
ETCM_XHCF_1515,Î‘-Crocetin,chemical
ETCM_XHCF_1516,Crocin,chemical
ETCM_XHCF_1517,Deacetyl Asperulosidic Acid,chemical
ETCM_XHCF_1518,Deacetyl Asperulosidic Acid Methyl Ester,chemical
ETCM_XHCF_1519,"3,4-Di-O-Caffeoyl-5-O-(3-Hydroxy-3-Methyl) Glutaroyl Quinic Acid",chemical
ETCM_XHCF_1520,"3,5-Di-O-Caffeoyl-4-O-(3-Hydroxy-3-Methyl)Glutaroylquinic Acid",chemical
ETCM_XHCF_1521,"3,4-Di-O-Caffeoylquinic Acid",chemical
ETCM_XHCF_1522,"7Î’,8Î’-Epoxy-8Î‘-Dihydrogeniposide",chemical
ETCM_XHCF_1523,Gardendiol,chemical
ETCM_XHCF_1524,Gardenin,chemical
ETCM_XHCF_1525,Gardenone,chemical
ETCM_XHCF_1526,Gardenoside,chemical
ETCM_XHCF_1527,Gardoside,chemical
ETCM_XHCF_1528,Gardoside,chemical
ETCM_XHCF_1529,Genipingentiobioside,chemical
ETCM_XHCF_1530,"5-Hydroxy-6,7,3',4',5'-Pentamethoxyflavone",chemical
ETCM_XHCF_1531,6-O-Methyldeacetylasperulosidic Acid Methyl Ester,chemical
ETCM_XHCF_1532,Methyl Dihydrojasmonate,chemical
ETCM_XHCF_1533,8-O-Methylmonotropein Methyl Ester,chemical
ETCM_XHCF_1534,6-O-Methylscandoside Methyl Ester,chemical
ETCM_XHCF_1535,Picrocrocinic Acid O-Î’-D-Glucopyrinoside,chemical
ETCM_XHCF_1536,Scandoside Methyl Ester,chemical
ETCM_XHCF_1537,Shanzhiside,chemical
ETCM_XHCF_1538,Acerosin,chemical
ETCM_XHCF_1539,10-Acetoxy-1-Acevaltrate Hydrin,chemical
ETCM_XHCF_1540,10-Acetoxy-1-Homovaltrate Hydrin,chemical
ETCM_XHCF_1541,Acevaltrate,chemical
ETCM_XHCF_1542,Acevaltratum,chemical
ETCM_XHCF_1543,Didrovaltratum,chemical
ETCM_XHCF_1544,Dihydrovalepotriate,chemical
ETCM_XHCF_1545,1-Homoacevaltrate,chemical
ETCM_XHCF_1546,11-Homohydroxyldidrovaltrate,chemical
ETCM_XHCF_1547,1-Homoisoacevaltrate,chemical
ETCM_XHCF_1548,Isovaltrate,chemical
ETCM_XHCF_1549,Linarin Isovalerate,chemical
ETCM_XHCF_1550,Maalialcohol,chemical
ETCM_XHCF_1551,(+)-Maalioxide,chemical
ETCM_XHCF_1552,Valepotriate,chemical
ETCM_XHCF_1553,Valerosidatum,chemical
ETCM_XHCF_1554,N-Methyltyramine,chemical
ETCM_XHCF_1555,Seselin,chemical
ETCM_XHCF_1556,"N-Feruloylputrescine,Subaphyllin",chemical
ETCM_XHCF_1557,19-Hydroxydeacetylnomilinic Acid-17-Î’-D-Glucopyranoside,chemical
ETCM_XHCF_1558,Isolimonic Acid (16â†’17)Lactone,chemical
ETCM_XHCF_1559,Neohesperidin,chemical
ETCM_XHCF_1560,Nomilinic Acid,chemical
ETCM_XHCF_1561,Nomilinic Acid Glucoside,chemical
ETCM_XHCF_1562,"5,7,8,4'-Tetramethoxyflavone",chemical
ETCM_XHCF_1563,"5,7,4'-Trimethoxyflavone",chemical
ETCM_XHCF_1564,Î‘-Acetoxyisovalerylalkannin,chemical
ETCM_XHCF_1565,Acetylalkannin,chemical
ETCM_XHCF_1566,Acetylshikonin,chemical
ETCM_XHCF_1567,Alkannan,chemical
ETCM_XHCF_1568,Alkannin Angelate,chemical
ETCM_XHCF_1569,O7-Angeloylretronecine,chemical
ETCM_XHCF_1570,O9-Angeloylretronecine,chemical
ETCM_XHCF_1571,Anhydroalkannin,chemical
ETCM_XHCF_1572,Arnebifuranone,chemical
ETCM_XHCF_1573,Deoxyshikonin,chemical
ETCM_XHCF_1574,Des-O-Methyllasiodiplodin,chemical
ETCM_XHCF_1575,"Î’,Î’-Dimethylacrylalkannin",chemical
ETCM_XHCF_1576,"Î’,Î’-Dimethylacrylshikonin",chemical
ETCM_XHCF_1577,Eicosyl Caffeate,chemical
ETCM_XHCF_1578,Î’-Hydroxyisovalerylshikonin,chemical
ETCM_XHCF_1579,Hydroxymyoscorpine,chemical
ETCM_XHCF_1580,Intermedine,chemical
ETCM_XHCF_1581,Isobutyryl Shikonin,chemical
ETCM_XHCF_1582,Isovalerylshikonin,chemical
ETCM_XHCF_1583,Lithospermidin A,chemical
ETCM_XHCF_1584,Lithospermidin B,chemical
ETCM_XHCF_1585,1-Methyl-Acetylshikonin,chemical
ETCM_XHCF_1586,Î‘-Methyl-N-Butyrylshikonin,chemical
ETCM_XHCF_1587,Myoscorpine,chemical
ETCM_XHCF_1588,Np02140176-38-K,chemical
ETCM_XHCF_1589,Np02140176-40,chemical
ETCM_XHCF_1590,Np02140176-41-Kna,chemical
ETCM_XHCF_1591,Np02140176-42-K,chemical
ETCM_XHCF_1592,Octadecanyl Caffeate,chemical
ETCM_XHCF_1593,Propionylshikonin,chemical
ETCM_XHCF_1594,Rhizonone,chemical
ETCM_XHCF_1595,Shikonin,chemical
ETCM_XHCF_1596,Shikonine,chemical
ETCM_XHCF_1597,Shikonofuran A,chemical
ETCM_XHCF_1598,Shikonofuran B,chemical
ETCM_XHCF_1599,Shikonofuran C,chemical
ETCM_XHCF_1600,Shikonofuran D,chemical
ETCM_XHCF_1601,Shikonofuran E,chemical
ETCM_XHCF_1602,"3,4-Teracrylshikonin",chemical
ETCM_XHCF_1603,Tetracosyl Caffeate,chemical
ETCM_XHCF_1604,Apigenin-6-C-Î‘-L-Arabinopyranosyl-8-C-Î’-L-Arabinopyranoside,chemical
ETCM_XHCF_1605,Apigenin-6-C-Î‘-L-Arabinopyranosyl-8-C-Î’-D-Xylopyranoside,chemical
ETCM_XHCF_1606,Apigenin-6-C-Î’-D-Xylopyranosyl-8-C-Î‘-L-Arabinopyranoside,chemical
ETCM_XHCF_1607,Isocarlinoside,chemical
ETCM_XHCF_1608,Violyedoenamide,chemical
ETCM_XHCF_1609,Egomaketone,chemical
ETCM_XHCF_1610,"Isoamyl-3-Furylketone,Perilla Ketone",chemical
ETCM_XHCF_1611,Cumic Acid,chemical
ETCM_XHCF_1612,Dihydroperilla Alcohol,chemical
ETCM_XHCF_1613,Isoegomaketone,chemical
ETCM_XHCF_1614,"1,2-Methylenedioxy-4-Methoxy-5-Allyl-Phen-3-Yl Î’-D-Glucopyranoside",chemical
ETCM_XHCF_1615,Perilloside B,chemical
ETCM_XHCF_1616,Perillylglucopyranoside,chemical
ETCM_XHCF_1617,Asterin A,chemical
ETCM_XHCF_1618,Asterin B,chemical
ETCM_XHCF_1619,Astersaponin G,chemical
ETCM_XHCF_1620,Astin A,chemical
ETCM_XHCF_1621,Astin B,chemical
ETCM_XHCF_1622,Astin C,chemical
ETCM_XHCF_1623,Astin D,chemical
ETCM_XHCF_1624,Astin E,chemical
ETCM_XHCF_1625,Lachnophyllol,chemical
ETCM_XHCF_1626,Lachnophyllol Acetate,chemical
ETCM_XHCF_1627,Shionone,chemical
ETCM_XHCF_1628,Shionoside A,chemical
ETCM_XHCF_1629,Shionoside B,chemical
ETCM_XHCF_1630,Shionoside C,chemical
ETCM_XHCF_1631,Methyl Protodiosgenin Tetraglycoside,chemical
ETCM_XHCF_1632,Baogongteng C,chemical
ETCM_XHCF_1633,Triolein,chemical
ETCM_XHCF_1634,"3-Isopropyl-6-Methylenecyclohex-1-Ene,3-Methylene-6-(1-Methylethyl)-Cyclohexene,Î’-Phellandrene",chemical
ETCM_XHCF_1635,"Dehydrodiisoeugenol,Licarin A",chemical
ETCM_XHCF_1636,Isoelemicin,chemical
ETCM_XHCF_1637,Trimyristin,chemical
ETCM_XHCF_1638,"2,5-Dimethoxy-P-Benzoquinone",chemical
ETCM_XHCF_1639,Arabinose,chemical
ETCM_XHCF_1640,Arabinose,chemical
ETCM_XHCF_1641,Hexadecadienoic Acid,chemical
ETCM_XHCF_1642,Feralolide,chemical
ETCM_XHCF_1643,Feroxidin,chemical
ETCM_XHCF_1644,Aloesin,chemical
ETCM_XHCF_1645,Aloesone,chemical
ETCM_XHCF_1646,Furoaloesone,chemical
ETCM_XHCF_1647,7-Hydroxyaloin,chemical
ETCM_XHCF_1648,5-Hydroxyaloin A,chemical
ETCM_XHCF_1649,Vitamin D,chemical
ETCM_XHCF_1650,Galactan,chemical
ETCM_XHCF_1651,Galacturonic Acid,chemical
ETCM_XHCF_1652,"2,5-Dihydroxytoluene",chemical
ETCM_XHCF_1653,Homoarbutin,chemical
ETCM_XHCF_1654,Isohomoarbutin,chemical
ETCM_XHCF_1655,Galloylhyperin,chemical
ETCM_XHCF_1656,Mogrosidev,chemical
ETCM_XHCF_1657,Mogrosideâ…¥,chemical
ETCM_XHCF_1658,Conoflorine,chemical
ETCM_XHCF_1659,D-Nortrachelogenin,chemical
ETCM_XHCF_1660,Coronaridine,chemical
ETCM_XHCF_1661,Trachelogenin,chemical
ETCM_XHCF_1662,Tabernaemontanine,chemical
ETCM_XHCF_1663,Matairesinol,chemical
ETCM_XHCF_1664,Apparicine,chemical
ETCM_XHCF_1665,Wikstromol,chemical
ETCM_XHCF_1666,"Lupeol Acetate,Lupenyl Acetate",chemical
ETCM_XHCF_1667,Ephedradine A,chemical
ETCM_XHCF_1668,Ephedradine C,chemical
ETCM_XHCF_1669,Hastatoside,chemical
ETCM_XHCF_1670,"D-Glucose,Glucose",chemical
ETCM_XHCF_1671,"D-Glucose,Glucose",chemical
ETCM_XHCF_1672,Fructose,chemical
ETCM_XHCF_1673,Betanin,chemical
ETCM_XHCF_1674,Glycerol,chemical
ETCM_XHCF_1675,Jasmololone,chemical
ETCM_XHCF_1676,Longifolene,chemical
ETCM_XHCF_1677,Vitamin E,chemical
ETCM_XHCF_1678,"Adenine,Pedatisectine B",chemical
ETCM_XHCF_1679,Cytochrome C,chemical
ETCM_XHCF_1680,Hyperoside,chemical
ETCM_XHCF_1681,Rhodotoxin,chemical
ETCM_XHCF_1682,Î“-Eudesmol,chemical
ETCM_XHCF_1683,"Andromedotoxin,Grayanotoxini",chemical
ETCM_XHCF_1684,"5-Isopropyl-2-Methylbicyclo[3.1.0]Hex-2-Ene,Î‘-Thujene",chemical
ETCM_XHCF_1685,Î‘-Terpinyl Acetate,chemical
ETCM_XHCF_1686,24-Methylenecholesterol,chemical
ETCM_XHCF_1687,Isofucosterol,chemical
ETCM_XHCF_1688,"Î”7-Cholesterol,Lathosterol,Cholest-7-Enol",chemical
ETCM_XHCF_1689,Cholestanol,chemical
ETCM_XHCF_1690,Clerosterol,chemical
ETCM_XHCF_1691,Hancinone C,chemical
ETCM_XHCF_1692,Denudatin B,chemical
ETCM_XHCF_1693,Denudatin A,chemical
ETCM_XHCF_1694,Burchellin,chemical
ETCM_XHCF_1695,Ethylvanillin,chemical
ETCM_XHCF_1696,Ethyllinolenate,chemical
ETCM_XHCF_1697,Linalool Oxide,chemical
ETCM_XHCF_1698,Cornuside,chemical
ETCM_XHCF_1699,Ethyl Oleate,chemical
ETCM_XHCF_1700,Gemin D,chemical
ETCM_XHCF_1701,Cornusiin C,chemical
ETCM_XHCF_1702,2-Ethyl-1-Hexanol,chemical
ETCM_XHCF_1703,Zonarol,chemical
ETCM_XHCF_1704,Pipecolic Acid,chemical
ETCM_XHCF_1705,Phytolaccagenic Acid,chemical
ETCM_XHCF_1706,Esculentagenin,chemical
ETCM_XHCF_1707,Esculentic Acid,chemical
ETCM_XHCF_1708,Tetradecylpalmitate,chemical
ETCM_XHCF_1709,Esculentoside B,chemical
ETCM_XHCF_1710,Esculentoside G,chemical
ETCM_XHCF_1711,Esculentoside K,chemical
ETCM_XHCF_1712,Esculentoside L,chemical
ETCM_XHCF_1713,Esculentoside M,chemical
ETCM_XHCF_1714,Esculentoside N,chemical
ETCM_XHCF_1715,Esculentoside O,chemical
ETCM_XHCF_1716,Esculentoside P,chemical
ETCM_XHCF_1717,Esculentoside Q,chemical
ETCM_XHCF_1718,Monolinolein,chemical
ETCM_XHCF_1719,Cyclofenchene,chemical
ETCM_XHCF_1720,Diosmetin,chemical
ETCM_XHCF_1721,28-Deacetylbelamcandal,chemical
ETCM_XHCF_1722,Iristectorigenin A,chemical
ETCM_XHCF_1723,Cimifugin,chemical
ETCM_XHCF_1724,Norvisnagin,chemical
ETCM_XHCF_1725,Visnagin,chemical
ETCM_XHCF_1726,Visamminol,chemical
ETCM_XHCF_1727,Cimicilen,chemical
ETCM_XHCF_1728,8-Gingerol,chemical
ETCM_XHCF_1729,Zingiberol,chemical
ETCM_XHCF_1730,Furanogermenone,chemical
ETCM_XHCF_1731,"Caryophellene,Isocaryophyllene",chemical
ETCM_XHCF_1732,Î’-Gurjunene,chemical
ETCM_XHCF_1733,"4-Propenyl Veratrole,Methyl Isoeugenol",chemical
ETCM_XHCF_1734,"Quercetin-3-O-Glucoside,Quercetin-3-O-Glucoside",chemical
ETCM_XHCF_1735,Glutamine,chemical
ETCM_XHCF_1736,"Kuwanon G,Albanin F,Moracenin B,Kuwanon I",chemical
ETCM_XHCF_1737,"Butanoic Acid,Butyric Acid",chemical
ETCM_XHCF_1738,Hemolysin,chemical
ETCM_XHCF_1739,Folinic Acid,chemical
ETCM_XHCF_1740,Î’-Bergamotene,chemical
ETCM_XHCF_1741,N-Oxysophocarpine,chemical
ETCM_XHCF_1742,Sophoramine,chemical
ETCM_XHCF_1743,Soyasaponinii,chemical
ETCM_XHCF_1744,Dehydrosoyasaponini,chemical
ETCM_XHCF_1745,Melilotigenin,chemical
ETCM_XHCF_1746,Oxysophocarpine,chemical
ETCM_XHCF_1747,7-Geranyloxycoumarin,chemical
ETCM_XHCF_1748,Aurapten,chemical
ETCM_XHCF_1749,Citrusin B,chemical
ETCM_XHCF_1750,Eriocitrin,chemical
ETCM_XHCF_1751,Ichangin,chemical
ETCM_XHCF_1752,6-Methoxyaurapten,chemical
ETCM_XHCF_1753,Isosakuranetin-7-Rutinoside,chemical
ETCM_XHCF_1754,Limonin,chemical
ETCM_XHCF_1755,Naringenin-4'-Glucoside-7-Rutinoside,chemical
ETCM_XHCF_1756,Naringenin-7-Rutinoside,chemical
ETCM_XHCF_1757,Naringin,chemical
ETCM_XHCF_1758,Obacunone,chemical
ETCM_XHCF_1759,"5,7-Dihydroxycoumarin",chemical
ETCM_XHCF_1760,Hesperitin,chemical
ETCM_XHCF_1761,Poncirin,chemical
ETCM_XHCF_1762,Istanbulin A,chemical
ETCM_XHCF_1763,11-O-Syringylbergenin,chemical
ETCM_XHCF_1764,Rapanone,chemical
ETCM_XHCF_1765,Ardicrenin,chemical
ETCM_XHCF_1766,Ardisicrenosidea,chemical
ETCM_XHCF_1767,Ardisiacrispin B,chemical
ETCM_XHCF_1768,Norbergenin,chemical
ETCM_XHCF_1769,Ardisiacrispina,chemical
ETCM_XHCF_1770,11-O-Galloylbergenin,chemical
ETCM_XHCF_1771,Kaempferol-3-O-Rhamnopyranoside,chemical
ETCM_XHCF_1772,"3-(4-Methylpent-3-Enyl)Furan,Perillene",chemical
ETCM_XHCF_1773,"((E)-3, 3â€²-Dimethoxy-4, 4â€²-Dihydroxystilbene)",chemical
ETCM_XHCF_1774,3-O-Caffeoylquinic Acidethyl Ester),chemical
ETCM_XHCF_1775,"4,4â€™-Dihydroxy-3,3â€™-Dimethoxybenzophenone",chemical
ETCM_XHCF_1776,4-Aminobenzaldehyde,chemical
ETCM_XHCF_1777,4-Hydroxy-3-Methoxybenzamide,chemical
ETCM_XHCF_1778,4-O-Caffeoylquinic Acid Methyl Ester,chemical
ETCM_XHCF_1779,"7,3â€™,5â€™-Trihydroxy-5-Methoxyflavanonol",chemical
ETCM_XHCF_1780,"7,4â€™-Dihydroxy-5,3â€™-Dimethoxyflavanonol",chemical
ETCM_XHCF_1781,"7,4â€™-Dihydroxyflavonol",chemical
ETCM_XHCF_1782,"(2S)-3â€™,4â€™,8-Trihydroxy-Flavan-[5,6,E]-Î‘-Pyrone",chemical
ETCM_XHCF_1783,Caspicaosides G,chemical
ETCM_XHCF_1784,Caspicaosides I,chemical
ETCM_XHCF_1785,E-Cinnamamide,chemical
ETCM_XHCF_1786,Ecinnamic Acid,chemical
ETCM_XHCF_1787,Erycibenin D,chemical
ETCM_XHCF_1788,Erythro-And Threo-Guaiacylglycerol-Î’-Coniferyl Aldehyde Ether,chemical
ETCM_XHCF_1789,Fisetin,chemical
ETCM_XHCF_1790,Fustin,chemical
ETCM_XHCF_1791,Garbanzol,chemical
ETCM_XHCF_1792,Gleditsiosides A,chemical
ETCM_XHCF_1793,1-(W-Feruloyllignoceryl)-Glycerol,chemical
ETCM_XHCF_1794,Gleditsiosides D,chemical
ETCM_XHCF_1795,Gleditsiosides F,chemical
ETCM_XHCF_1796,Gleditsiosides G,chemical
ETCM_XHCF_1797,Glespinoside A,chemical
ETCM_XHCF_1798,Isovitexin,chemical
ETCM_XHCF_1799,Leucorobinetinidin,chemical
ETCM_XHCF_1800,Methyl Syringate,chemical
ETCM_XHCF_1801,Padmatin,chemical
ETCM_XHCF_1802,Protocatechuic Acid,chemical
ETCM_XHCF_1803,Protocatechuic Aldehyde,chemical
ETCM_XHCF_1804,"2(R)-26-{[(2E)-3-(4-Hydroxy-3-Methoxyphenyl)-1-Oxo-2-Propen-1-Yl]Oxy}-2,3-Dihydroxypropyl Ester",chemical
ETCM_XHCF_1805,Quercetin,chemical
ETCM_XHCF_1806,Sinapic Aldehyde,chemical
ETCM_XHCF_1807,Sonchifolinin B,chemical
ETCM_XHCF_1808,Thevetiaflavon,chemical
ETCM_XHCF_1809,Tricin,chemical
ETCM_XHCF_1810,3-Methylene formaldehyde,chemical
ETCM_XHCF_1811,Parahydroxy cinnamaldehyde,chemical
ETCM_XHCF_1812,"2,3-Dihydro-5-(2-Formylvinyl)-7-Hydroxy-2-(4-Hydroxy-3-Methoxyphenyl)-3-Benzofuranmethanol",chemical
ETCM_XHCF_1813,Isoliquiritigenin,chemical
ETCM_XHCF_1814,"5,7-Dihydroxychromone",chemical
ETCM_XHCF_1815,Licorice,chemical
ETCM_XHCF_1816,Hydrogenase,chemical
ETCM_XHCF_1817,"7,3',5'-trihydroxydihydroflavone",chemical
ETCM_XHCF_1818,Butane Chalcone,chemical
ETCM_XHCF_1819,"5,7,3',5'-tetrahydroxy-flavanone",chemical
ETCM_XHCF_1820,2-Aminoimidazole,chemical
ETCM_XHCF_1821,"3,3â€™,5,5â€™,7-Pentahydroflavanone",chemical
ETCM_XHCF_1822,"3,3â€™,5â€™,7-Pentahydroflavanone",chemical
ETCM_XHCF_1823,3-O-Caffeoylquinic Acid Methyl Ester,chemical
ETCM_XHCF_1824,1-(3-Furyl)-3-Methoxy-4-Methyl-1-Pentanone,chemical
ETCM_XHCF_1825,Prunasin,chemical
ETCM_XHCF_1826,"Elsholtzione,Elsholtziaketone",chemical
ETCM_XHCF_1827,Shisonin,chemical
ETCM_XHCF_1828,Perilloside C,chemical
ETCM_XHCF_1829,Malonyl Shisonin,chemical
ETCM_XHCF_1830,Luteolin-7-O-Diglucuronide,chemical
ETCM_XHCF_1831,Aster Saponin A,chemical
ETCM_XHCF_1832,Lacceric Acid,chemical
ETCM_XHCF_1833,"9-Hydroxy-10E,12Z-Octadecadienoic Acid",chemical
ETCM_XHCF_1834,Î’-Dimorphecolic Acid,chemical
ETCM_XHCF_1835,Communol,chemical
ETCM_XHCF_1836,Kaur-15-En-17-Ol,chemical
ETCM_XHCF_1837,Baimonidine,chemical
ETCM_XHCF_1838,Propeimine,chemical
ETCM_XHCF_1839,Anemaran A,chemical
ETCM_XHCF_1840,Anemaran B,chemical
ETCM_XHCF_1841,Timosaponin A- I,chemical
ETCM_XHCF_1842,Smilageninoside,chemical
ETCM_XHCF_1843,Timosaponin A- Iii,chemical
ETCM_XHCF_1844,Timosaponin B- Ii,chemical
ETCM_XHCF_1845,Desgalactotigonin,chemical
ETCM_XHCF_1846,Pantothenate,chemical
ETCM_XHCF_1847,Gardenolic Acid B,chemical
ETCM_XHCF_1848,Lutein,chemical
ETCM_XHCF_1849,Cerbinal,chemical
ETCM_XHCF_1850,"1-[(5R,8R,9S,10S,12R,13S,14S,17S)-12-Hydroxy-10,13-Dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-Tetradecahydro-1H-Cyclopenta[A]Phenanthren-17-Yl]Ethanone",chemical
ETCM_XHCF_1851,"Delta4,16-Androstadien-3-One",chemical
ETCM_XHCF_1852,Aconitine,chemical
ETCM_XHCF_1853,Mesaconitine,chemical
ETCM_XHCF_1854,Dicyclopentadiene Diepoxide,chemical
ETCM_XHCF_1855,"1,7-Dimethoxynaphthalene",chemical
ETCM_XHCF_1856,Antioxidant No. 33,chemical
ETCM_XHCF_1857,Benzoylmesaconine,chemical
ETCM_XHCF_1858,Talatisamine,chemical
ETCM_XHCF_1859,Dep,chemical
ETCM_XHCF_1860,Hypaconitine,chemical
ETCM_XHCF_1861,Lyciumamide,chemical
ETCM_XHCF_1862,"Myricyl Acid,Melissic Acid,Triacontanoic Acid",chemical
ETCM_XHCF_1863,Hyoscyamine,chemical
ETCM_XHCF_1864,Atropine,chemical
ETCM_XHCF_1865,Lyciumin A,chemical
ETCM_XHCF_1866,Sugiol,chemical
ETCM_XHCF_1867,Betaine,chemical
ETCM_XHCF_1868,"Î‘-Dimorphecolic Acid,9-Hydroxy-10E,12Z-Octadecadienoic Acid",chemical
ETCM_XHCF_1869,Lyciumin B,chemical
ETCM_XHCF_1870,"9-Hotre,(9S,10E,12Z,15Z)-9-Hydroxy-10,12,15-Octadecatrienoic Acid",chemical
ETCM_XHCF_1871,"6-Methylhept-5-En-2-One,Sulcatone",chemical
ETCM_XHCF_1872,4-Methylpent-3-En-2-One,chemical
ETCM_XHCF_1873,"(-)-Caryophyllene Oxide,(1R,4R,6R,10S)-4,12,12-Trimethyl-9-Methylidene-5-Oxatricyclo[8.2.0.0~4,6~]Dodecane",chemical
ETCM_XHCF_1874,"4,4A,5,6,7,8-Hexahydronaphthalen-2(3H)-One",chemical
ETCM_XHCF_1875,"5-(3,3-Dimethyloxiran-2-Yl)-3-Methylpent-1-En-3-Ol",chemical
ETCM_XHCF_1876,Methanol,chemical
ETCM_XHCF_1877,Undecan-2-Ol,chemical
ETCM_XHCF_1878,2-Isopropylnaphthalene,chemical
ETCM_XHCF_1879,Ethyl 3-(4-Methoxyphenyl)Acrylate,chemical
ETCM_XHCF_1880,Bicyclo[3.3.1]Nonan-2-Ol,chemical
ETCM_XHCF_1881,"(S)-2-Methyl-6-(4-Methylcyclohex-3-En-1-Yl)Hepta-2,6-Dien-1-Ol",chemical
ETCM_XHCF_1882,"3,7-Dimethylocta-1,3,6-Triene",chemical
ETCM_XHCF_1883,"1,5-Dimethyl-8-(Propan-2-Ylidene)Cyclodeca-1,5-Diene",chemical
ETCM_XHCF_1884,"(1R,2S,5S)-5-Isopropyl-2-Methylbicyclo[3.1.0]Hexan-2-Ol",chemical
ETCM_XHCF_1885,"(8S,8As)-8-Hydroxy-3,5,8A-Trimethyl-7,8,8A,9-Tetrahydronaphtho[2,3-B]Furan-4(6H)-One",chemical
ETCM_XHCF_1886,"2,7-Dimethyl-3,6-Dimethyleneocta-1,7-Diene",chemical
ETCM_XHCF_1887,"(5R,6R)-3,6-Dimethyl-5-(Prop-1-En-2-Yl)-6-Vinyl-4,5,6,7-Tetrahydrobenzofuran",chemical
ETCM_XHCF_1888,"(1R,11R)-1,5,9,9-Tetramethyl-12-Oxabicyclo[9.1.0]Dodeca-4,7-Diene",chemical
ETCM_XHCF_1889,"(1R,11R)-1,5,5,8-Tetramethyl-12-Oxabicyclo[9.1.0]Dodeca-3,7-Diene",chemical
ETCM_XHCF_1890,"3,6,10-Trimethyl-4,7,8,11-Tetrahydrocyclodeca[B]Furan",chemical
ETCM_XHCF_1891,"(5R,6S)-3,6-Dimethyl-5-(Prop-1-En-2-Yl)-6-Vinyl-6,7-Dihydrobenzofuran-4(5H)-One",chemical
ETCM_XHCF_1892,"(4S,5S)-5-Methyl-4-(Prop-1-En-2-Yl)-2-(Propan-2-Ylidene)-5-Vinylcyclohexanone",chemical
ETCM_XHCF_1893,"(3R,4R)-1-Isopropyl-4-Methyl-3-(Prop-1-En-2-Yl)-4-Vinylcyclohex-1-Ene",chemical
ETCM_XHCF_1894,"(5R,6R)-3,6-Dimethyl-5-(Prop-1-En-2-Yl)-6-Vinyl-6,7-Dihydrobenzofuran-4(5H)-One",chemical
ETCM_XHCF_1895,"(3S,3As,8Ar,Z)-3-Hydroxy-3,8-Dimethyl-5-(Propan-2-Ylidene)-1,2,3,3A,4,5-Hexahydroazulen-6(8Ah)-One",chemical
ETCM_XHCF_1896,"1,7-Bis(4-Hydroxyphenyl)Hepta-1,6-Diene-3,5-Dione",chemical
ETCM_XHCF_1897,"(1R,10R)-6,10-Dimethyl-3-(Propan-2-Ylidene)-11-Oxabicyclo[8.1.0]Undec-6-En-4-One",chemical
