index:ID,Disease_Name,:LABEL
ETCM_disease_id_847,Chronic Atrophic Gastritis,disease
ETCM_disease_id_848,Chronic Axonal Neuropathy,disease
ETCM_disease_id_849,Chronic Bronchitis,disease
ETCM_disease_id_850,Chronic Constipation,disease
ETCM_disease_id_851,Chronic Csf Lymphocytosis,disease
ETCM_disease_id_852,Chronic Depression,disease
ETCM_disease_id_853,Chronic Diarrhea,disease
ETCM_disease_id_854,Chronic Experimental Allergic Encephalomyelitis,disease
ETCM_disease_id_855,Chronic Fatigue,disease
ETCM_disease_id_856,Chronic Furunculosis,disease
ETCM_disease_id_857,Chronic Graft-Versus-Host Disease,disease
ETCM_disease_id_858,Chronic Heart Failure,disease
ETCM_disease_id_859,Chronic Hemolytic Anemia,disease
ETCM_disease_id_860,Chronic Hepatic Failure,disease
ETCM_disease_id_861,Chronic Hepatitis,disease
ETCM_disease_id_862,Chronic Hepatitis C,disease
ETCM_disease_id_863,Chronic Hepatitis Due To Cryptosporidium Infection,disease
ETCM_disease_id_864,Chronic Ileitis,disease
ETCM_disease_id_865,Chronic Inflammatory Diseases,disease
ETCM_disease_id_866,Chronic Irritative Conjunctivitis,disease
ETCM_disease_id_867,Chronic Kidney Disease,disease
ETCM_disease_id_868,Chronic Lactic Acidosis,disease
ETCM_disease_id_869,Chronic Lung Diseases,disease
ETCM_disease_id_870,Chronic Metabolic Acidosis,disease
ETCM_disease_id_871,Chronic Mucocutaneous Candidiasis,disease
ETCM_disease_id_872,Chronic Neuropathic Pain,disease
ETCM_disease_id_873,Chronic Noninfectious Lymphadenopathy,disease
ETCM_disease_id_874,Chronic Obstructive Pulmonary Disease,disease
ETCM_disease_id_875,Chronic Otitis Media,disease
ETCM_disease_id_876,Chronic Pain,disease
ETCM_disease_id_877,Chronic Pancreatitis,disease
ETCM_disease_id_878,Chronic Pathological Pain,disease
ETCM_disease_id_879,Chronic Primary Insomnia,disease
ETCM_disease_id_880,Chronic Recurrent Multifocal Osteomyelitis,disease
ETCM_disease_id_881,Chronic Renal Failure,disease
ETCM_disease_id_882,Chronic Rhinitis,disease
ETCM_disease_id_883,Chronic Rhinitis Due To Narrow Nasal Airway,disease
ETCM_disease_id_884,Chronic Sinusitis,disease
ETCM_disease_id_885,Chronic Stable Angina,disease
ETCM_disease_id_886,Chronic Tendon Injury,disease
ETCM_disease_id_887,Chronic Tubulointerstitial Nephritis,disease
ETCM_disease_id_888,Chronic Urticaria,disease
ETCM_disease_id_889,Chylothorax,disease
ETCM_disease_id_890,Cigarette-Paper Scars,disease
ETCM_disease_id_891,Ciliary Body Melanoma,disease
ETCM_disease_id_892,Cirrhosis,disease
ETCM_disease_id_893,Clavicular Sclerosis,disease
ETCM_disease_id_894,Clinodactyly,disease
ETCM_disease_id_895,Clonus,disease
ETCM_disease_id_896,Clotting Disorders,disease
ETCM_disease_id_897,Clumsiness,disease
ETCM_disease_id_898,Cluster Headaches,disease
ETCM_disease_id_899,Cns Hypomyelination,disease
ETCM_disease_id_900,Coagulative Disorders,disease
ETCM_disease_id_901,Coarse Hair,disease
ETCM_disease_id_902,Cocaine-Related Disorders,disease
ETCM_disease_id_903,Cocaine Dependence,disease
ETCM_disease_id_904,Cocaine Overdose,disease
ETCM_disease_id_905,Cochlear Degeneration,disease
ETCM_disease_id_906,Coeliac Disease,disease
ETCM_disease_id_907,Cognition Disorders,disease
ETCM_disease_id_908,Cognitive Deficits,disease
ETCM_disease_id_909,Cognitive Disorders,disease
ETCM_disease_id_910,Cognitive Impairment,disease
ETCM_disease_id_911,Cold-Induced Hand Cramps,disease
ETCM_disease_id_912,Cold-Induced Muscle Cramps,disease
ETCM_disease_id_913,Cold-Sensitive Myotonia,disease
ETCM_disease_id_914,Cold Air-Induced Bronchoconstriction,disease
ETCM_disease_id_915,Cold Paresis,disease
ETCM_disease_id_916,Colitis,disease
ETCM_disease_id_917,Colon Adenocarcinoma,disease
ETCM_disease_id_918,Colon Cancer,disease
ETCM_disease_id_919,Colonic Diverticula,disease
ETCM_disease_id_920,Colonic Neoplasms,disease
ETCM_disease_id_921,Colorectal Cancer,disease
ETCM_disease_id_922,Colorectal Neoplasms,disease
ETCM_disease_id_923,Coma,disease
ETCM_disease_id_924,Comatose,disease
ETCM_disease_id_925,Combined Immunodeficiency,disease
ETCM_disease_id_926,Comedo,disease
ETCM_disease_id_927,Comedonal Acne,disease
ETCM_disease_id_928,Commissural Lip Pit,disease
ETCM_disease_id_929,Compensated Hemolytic Anemia,disease
ETCM_disease_id_930,Compensated Hypothyroidism,disease
ETCM_disease_id_931,Complement Deficiency,disease
ETCM_disease_id_932,Complete Heart Block With Broad Qrs Complexes,disease
ETCM_disease_id_933,Complex Febrile Seizures,disease
ETCM_disease_id_934,Compulsive Disorders,disease
ETCM_disease_id_935,Concentric Hypertrophic Cardiomyopathy,disease
ETCM_disease_id_936,Cone Dysfunction Syndrome,disease
ETCM_disease_id_937,Confusion,disease
ETCM_disease_id_938,"Congenital, Generalized Hypertrichosis",disease
ETCM_disease_id_939,Congenital Adrenal Hyperplasia,disease
ETCM_disease_id_940,Congenital Agranulocytosis,disease
ETCM_disease_id_941,Congenital Alopecia Totalis,disease
ETCM_disease_id_942,Congenital Cataract,disease
ETCM_disease_id_943,Congenital Conductive Hearing Impairment,disease
ETCM_disease_id_944,Congenital Finger Flexion Contractures,disease
ETCM_disease_id_945,Congenital Foot Contraction Deformities,disease
ETCM_disease_id_946,Congenital Foot Contractures,disease
ETCM_disease_id_947,Congenital Giant Melanocytic Nevus,disease
ETCM_disease_id_948,Congenital Glaucoma,disease
ETCM_disease_id_949,Congenital Hemolytic Anemia,disease
ETCM_disease_id_950,Congenital Hepatic Fibrosis,disease
ETCM_disease_id_951,Congenital Hypoparathyroidism,disease
ETCM_disease_id_952,Congenital Hypoplastic Anemia,disease
ETCM_disease_id_953,Congenital Lactic Acidosis,disease
ETCM_disease_id_954,Congenital Muscular Dystrophy,disease
ETCM_disease_id_955,Congenital Nephrotic Syndrome,disease
ETCM_disease_id_956,Congenital Neutropenia,disease
ETCM_disease_id_957,Congenital Onset,disease
ETCM_disease_id_958,Congenital Ptosis,disease
ETCM_disease_id_959,Congenital Sensorineural Hearing Impairment,disease
ETCM_disease_id_960,Congenital Stationary Night Blindness,disease
ETCM_disease_id_961,Congenital Thrombocytopenia,disease
ETCM_disease_id_962,Congestive Heart Failure,disease
ETCM_disease_id_963,Conjugated Hyperbilirubinemia,disease
ETCM_disease_id_964,Conjunctival Dermolipoma,disease
ETCM_disease_id_965,Conjunctival Hamartoma,disease
ETCM_disease_id_966,Conjunctival Hyperemia,disease
ETCM_disease_id_967,Conjunctivitis,disease
ETCM_disease_id_968,Connective Tissue Nevi,disease
ETCM_disease_id_969,Conspicuously Happy Disposition,disease
ETCM_disease_id_970,Constipation,disease
ETCM_disease_id_971,Constrictive Pericarditis,disease
ETCM_disease_id_972,Contracture Of The Proximal Interphalangeal Joint Of The 5Th Finger,disease
ETCM_disease_id_973,Contractures Involving The Joints Of The Feet,disease
ETCM_disease_id_974,Contractures Of The Interphalangeal Joint Of The Thumb,disease
ETCM_disease_id_975,Contractures Of The Joints Of The Lower Limbs,disease
ETCM_disease_id_976,Contractures Of The Large Joints,disease
ETCM_disease_id_977,Convulsions,disease
ETCM_disease_id_978,Coombs-Positive Hemolytic Anemia,disease
ETCM_disease_id_979,Copper Accumulation In Liver,disease
ETCM_disease_id_980,Corneal Abrasion,disease
ETCM_disease_id_981,Corneal Astigmatism,disease
ETCM_disease_id_982,Corneal Neovascularization,disease
ETCM_disease_id_983,Corneal Stromal Edema,disease
ETCM_disease_id_984,Corneal Ulceration,disease
ETCM_disease_id_985,Coronary Artery Disease,disease
ETCM_disease_id_986,Coronary Artery Stenosis,disease
ETCM_disease_id_987,Coronary Atherosclerosis,disease
ETCM_disease_id_988,Coronary Heart Disease,disease
ETCM_disease_id_989,Coronary Syndromes,disease
ETCM_disease_id_990,Coronary Thrombosis,disease
ETCM_disease_id_991,Cortical Cataract,disease
ETCM_disease_id_992,Cortical Dysplasia,disease
ETCM_disease_id_993,Cortical Myoclonus,disease
ETCM_disease_id_994,Cortical Pulverulent Cataract,disease
ETCM_disease_id_995,Cortical Sclerosis,disease
ETCM_disease_id_996,Cortisol Driven Obesity,disease
ETCM_disease_id_997,Costal Cartilage Calcification,disease
ETCM_disease_id_998,Cough,disease
ETCM_disease_id_999,Cow Milk Allergy,disease
ETCM_disease_id_1000,Cranial Nerve Motor Loss,disease
ETCM_disease_id_1001,Craniofacial Dystonia,disease
ETCM_disease_id_1002,Craniopharyngioma,disease
ETCM_disease_id_1003,Crescentic Glomerulonephritis,disease
ETCM_disease_id_1004,Crohn's Disease,disease
ETCM_disease_id_1005,Crusting Erythematous Dermatitis,disease
ETCM_disease_id_1006,Cryptorchidism,disease
ETCM_disease_id_1007,Cubitus Valgus,disease
ETCM_disease_id_1008,Curvilinear Intracellular Accumulation Of Autofluorescent Lipopigment Storage Material,disease
ETCM_disease_id_1009,Cushing's Disease,disease
ETCM_disease_id_1010,Cushing's Syndrome,disease
ETCM_disease_id_1011,Cutaneous Abscess,disease
ETCM_disease_id_1012,Cutaneous Amyloidosis,disease
ETCM_disease_id_1013,Cutaneous Anergy,disease
ETCM_disease_id_1014,Cutaneous Leiomyoma,disease
ETCM_disease_id_1015,Cutaneous Leishmaniasis,disease
ETCM_disease_id_1016,Cutaneous Melanoma,disease
ETCM_disease_id_1017,Cutaneous Photosensitivity,disease
ETCM_disease_id_1018,Cutaneous T-Cell Lymphoma,disease
ETCM_disease_id_1019,Cutaneous Vasculitis Induced By Immune Complex Deposition,disease
ETCM_disease_id_1020,Cutis Laxa,disease
ETCM_disease_id_1021,Cutis Marmorata,disease
ETCM_disease_id_1022,Cutis Marmorata Telangiectatica Congenita,disease
ETCM_disease_id_1023,Cyclic Neutropenia,disease
ETCM_disease_id_1024,Cystathioninuria,disease
ETCM_disease_id_1025,Cystic Angiomatosis Of Bone,disease
ETCM_disease_id_1026,Cystic Fibrosis,disease
ETCM_disease_id_1027,Cystic Fibrosis Gallbladder Disease,disease
ETCM_disease_id_1028,Cystic Hygroma,disease
ETCM_disease_id_1029,Cystic Liver Disease,disease
ETCM_disease_id_1030,Cystic Medial Necrosis,disease
ETCM_disease_id_1031,Cystic Renal Dysplasia,disease
ETCM_disease_id_1032,Cystinuria,disease
ETCM_disease_id_1033,Cystoid Macular Degeneration,disease
ETCM_disease_id_1034,Cystoid Macular Edema,disease
ETCM_disease_id_1035,Cytokine-Mediated Diseases,disease
ETCM_disease_id_1036,D-2-Hydroxyglutaric Aciduria,disease
ETCM_disease_id_1037,Dacryocystitis,disease
ETCM_disease_id_1038,Dark Urine,disease
ETCM_disease_id_1039,Deafness,disease
ETCM_disease_id_1040,Decerebrate Rigidity,disease
ETCM_disease_id_1041,Decrease In T Cell Count,disease
ETCM_disease_id_1042,Decreased Activity Of Mitochondrial Atp Synthase Complex,disease
ETCM_disease_id_1043,Decreased Activity Of Mitochondrial Complex I,disease
ETCM_disease_id_1044,Decreased Activity Of Mitochondrial Complex Ii,disease
ETCM_disease_id_1045,Decreased Activity Of Mitochondrial Complex Iii,disease
ETCM_disease_id_1046,Decreased Activity Of Mitochondrial Complex Iv,disease
ETCM_disease_id_1047,Decreased Activity Of Nadph Oxidase,disease
ETCM_disease_id_1048,Decreased Activity Of The Pyruvate Dehydrogenase Complex,disease
ETCM_disease_id_1049,Decreased Adenosylcobalamin,disease
ETCM_disease_id_1050,Decreased Adiponectin Level,disease
ETCM_disease_id_1051,Decreased Adipose Tissue Around Neck,disease
ETCM_disease_id_1052,Decreased Amplitude Of Sensory Action Potentials,disease
ETCM_disease_id_1053,Decreased Beta-Galactosidase Activity,disease
ETCM_disease_id_1054,Decreased Body Weight,disease
ETCM_disease_id_1055,Decreased Carnitine Level In Liver,disease
ETCM_disease_id_1056,Decreased Cervical Spine Flexion Due To Contractures Of Posterior Cervical Muscles,disease
ETCM_disease_id_1057,Decreased Cervical Spine Mobility,disease
ETCM_disease_id_1058,Decreased Circulating Acth Level,disease
ETCM_disease_id_1059,Decreased Circulating Aldosterone Level,disease
ETCM_disease_id_1060,Decreased Circulating Androgen Level,disease
ETCM_disease_id_1061,Decreased Circulating Cortisol Level,disease
ETCM_disease_id_1062,Decreased Circulating Follicle Stimulating Hormone Level,disease
ETCM_disease_id_1063,Decreased Circulating Gonadotropin Level,disease
ETCM_disease_id_1064,Decreased Circulating Luteinizing Hormone Level,disease
ETCM_disease_id_1065,Decreased Circulating Parathyroid Hormone Level,disease
ETCM_disease_id_1066,Decreased Circulating Progesterone,disease
ETCM_disease_id_1067,Decreased Circulating Renin Level,disease
ETCM_disease_id_1068,Decreased Facial Expression,disease
ETCM_disease_id_1069,Decreased Female Libido,disease
ETCM_disease_id_1070,Decreased Fertility,disease
ETCM_disease_id_1071,Decreased Fertility In Males,disease
ETCM_disease_id_1072,Decreased Fetal Movement,disease
ETCM_disease_id_1073,Decreased Glomerular Filtration Rate,disease
ETCM_disease_id_1074,Decreased Glucosephosphate Isomerase Activity,disease
ETCM_disease_id_1075,Decreased Hdl Cholesterol Concentration,disease
ETCM_disease_id_1076,Decreased Intestinal Transit Time,disease
ETCM_disease_id_1077,Decreased Ldl Cholesterol Concentration,disease
ETCM_disease_id_1078,Decreased Level Of Erythritol In Csf,disease
ETCM_disease_id_1079,Decreased Level Of Erythritol In Urine,disease
ETCM_disease_id_1080,Decreased Level Of Gaba In Serum,disease
ETCM_disease_id_1081,Decreased Level Of Plasminogen,disease
ETCM_disease_id_1082,Decreased Levels Of Alpha-Fetoprotein,disease
ETCM_disease_id_1083,Decreased Liver Function,disease
ETCM_disease_id_1084,Decreased Lymphocyte Apoptosis,disease
ETCM_disease_id_1085,Decreased Mean Platelet Volume,disease
ETCM_disease_id_1086,Decreased Methionine Synthase Activity,disease
ETCM_disease_id_1087,Decreased Methylcobalamin,disease
ETCM_disease_id_1088,Decreased Methylmalonyl-Coa Mutase Activity,disease
ETCM_disease_id_1089,Decreased Mitochondrial Complex Iii Activity In Liver Tissue,disease
ETCM_disease_id_1090,Decreased Motor Nerve Conduction Velocity,disease
ETCM_disease_id_1091,Decreased Movement Range In Interphalangeal Joints,disease
ETCM_disease_id_1092,Decreased Muscle Glycogen Content,disease
ETCM_disease_id_1093,Decreased Muscle Mass,disease
ETCM_disease_id_1094,Decreased Number Of Large Peripheral Myelinated Nerve Fibers,disease
ETCM_disease_id_1095,Decreased Number Of Peripheral Myelinated Nerve Fibers,disease
ETCM_disease_id_1096,Decreased Number Of Small Peripheral Myelinated Nerve Fibers,disease
ETCM_disease_id_1097,Decreased Number Of Sweat Glands,disease
ETCM_disease_id_1098,Decreased Numbers Of Nephrons,disease
ETCM_disease_id_1099,Decreased Osteoclast Count,disease
ETCM_disease_id_1100,Decreased Patellar Reflex,disease
ETCM_disease_id_1101,Decreased Plasma Carnitine,disease
ETCM_disease_id_1102,Decreased Plasma Free Carnitine,disease
ETCM_disease_id_1103,Decreased Plasma Total Carnitine,disease
ETCM_disease_id_1104,Decreased Platelet Glycoprotein Ib,disease
ETCM_disease_id_1105,Decreased Platelet Glycoprotein Iib-Iiia,disease
ETCM_disease_id_1106,Decreased Proportion Circulating T-Helper Cells,disease
ETCM_disease_id_1107,Decreased Proportion Of Cd3-Positive T Cells,disease
ETCM_disease_id_1108,Decreased Proportion Of Cd4-Positive T Cells,disease
ETCM_disease_id_1109,Decreased Proportion Of Cd8-Positive T Cells,disease
ETCM_disease_id_1110,Decreased Pulmonary Function,disease
ETCM_disease_id_1111,Decreased Pyruvate Carboxylase Activity,disease
ETCM_disease_id_1112,Decreased Resting Energy Expenditure,disease
ETCM_disease_id_1113,Decreased Sensitivity To Hypoxemia,disease
ETCM_disease_id_1114,Decreased Sensory Nerve Conduction Velocity,disease
ETCM_disease_id_1115,Decreased Serum Ceruloplasmin,disease
ETCM_disease_id_1116,Decreased Serum Complement C3,disease
ETCM_disease_id_1117,Decreased Serum Complement C4B,disease
ETCM_disease_id_1118,Decreased Serum Complement C9,disease
ETCM_disease_id_1119,Decreased Serum Complement Factor B,disease
ETCM_disease_id_1120,Decreased Serum Complement Factor H,disease
ETCM_disease_id_1121,Decreased Serum Complement Factor I,disease
ETCM_disease_id_1122,Decreased Serum Creatinine,disease
ETCM_disease_id_1123,Decreased Serum Estradiol,disease
ETCM_disease_id_1124,Decreased Serum Ferritin,disease
ETCM_disease_id_1125,Decreased Serum Insulin-Like Growth Factor 1,disease
ETCM_disease_id_1126,Decreased Serum Iron,disease
ETCM_disease_id_1127,Decreased Serum Leptin,disease
ETCM_disease_id_1128,Decreased Serum Testosterone Level,disease
ETCM_disease_id_1129,Decreased Sialylation Of O-Linked Protein Glycosylation,disease
ETCM_disease_id_1130,Decreased Skull Ossification,disease
ETCM_disease_id_1131,Decreased Small Intestinal Mucosa Lactase Activity,disease
ETCM_disease_id_1132,Decreased Sweating Due To Autonomic Dysfunction,disease
ETCM_disease_id_1133,Decreased T Cell Activation,disease
ETCM_disease_id_1134,Decreased Taste Sensation,disease
ETCM_disease_id_1135,Decreased Testosterone In Males,disease
ETCM_disease_id_1136,Decreased Transferrin Saturation,disease
ETCM_disease_id_1137,Decreased Urinary Potassium,disease
ETCM_disease_id_1138,Decreased Urinary Sulfate,disease
ETCM_disease_id_1139,Decreased Urinary Urate,disease
ETCM_disease_id_1140,Deep Cerebral White Matter Hyperdensities,disease
ETCM_disease_id_1141,Deep Philtrum,disease
ETCM_disease_id_1142,Deep Venous Thrombosis,disease
ETCM_disease_id_1143,Defective B Cell Activation,disease
ETCM_disease_id_1144,Defective B Cell Differentiation,disease
ETCM_disease_id_1145,Defective Dehydrogenation Of Isovaleryl Coa And Butyryl Coa,disease
ETCM_disease_id_1146,Defective Dna Repair After Ultraviolet Radiation Damage,disease
ETCM_disease_id_1147,Defective Production Of Nfkb1-Dependent Cytokines,disease
ETCM_disease_id_1148,Defective T Cell Proliferation,disease
ETCM_disease_id_1149,Deficiency Of N-Acetylglucosamine-1-Phosphotransferase,disease
ETCM_disease_id_1150,Deficiency Or Absence Of Cytochrome B(-245),disease
ETCM_disease_id_1151,Deficient Excision Of Uv-Induced Pyrimidine Dimers In Dna,disease
ETCM_disease_id_1152,Deficit In Phonologic Short-Term Memory,disease
ETCM_disease_id_1153,Degeneration Of The Striatum,disease
ETCM_disease_id_1154,Degenerative Polyarthritis,disease
ETCM_disease_id_1155,Dehydration,disease
ETCM_disease_id_1156,Delayed Ability To Walk,disease
ETCM_disease_id_1157,Delayed Cns Myelination,disease
ETCM_disease_id_1158,Delayed Epiphyseal Ossification,disease
ETCM_disease_id_1159,Delayed Gross Motor Development,disease
ETCM_disease_id_1160,Delayed Menarche,disease
ETCM_disease_id_1161,Delayed Oxidation Of Acetaldehyde,disease
ETCM_disease_id_1162,Delayed Patellar Ossification,disease
ETCM_disease_id_1163,Delayed Phalangeal Epiphyseal Ossification,disease
ETCM_disease_id_1164,Delayed Skeletal Maturation,disease
ETCM_disease_id_1165,Delayed Social Development,disease
ETCM_disease_id_1166,Delayed Speech And Language Development,disease
ETCM_disease_id_1167,Delirium,disease
ETCM_disease_id_1168,Delusional Disorder,disease
ETCM_disease_id_1169,Delusions,disease
ETCM_disease_id_1170,Dementia,disease
ETCM_disease_id_1171,Demyelinating Peripheral Neuropathy,disease
ETCM_disease_id_1172,Dengue Virus Infection,disease
ETCM_disease_id_1173,Dense Calcifications In The Cerebellar Dentate Nucleus,disease
ETCM_disease_id_1174,Dense Posterior Cortical Cataract,disease
ETCM_disease_id_1175,Depigmentation/Hyperpigmentation Of Skin,disease
ETCM_disease_id_1176,Depletion Of Components Of The Alternative Complement Pathway,disease
ETCM_disease_id_1177,Depletion Of Mitochondrial Dna In Liver,disease
ETCM_disease_id_1178,Depletion Of Mitochondrial Dna In Muscle Tissue,disease
ETCM_disease_id_1179,Deposits Immunoreactive To Beta-Amyloid Protein,disease
ETCM_disease_id_1180,Depressed Mood,disease
ETCM_disease_id_1181,Depression,disease
ETCM_disease_id_1182,"Depression, Postpartum",disease
ETCM_disease_id_1183,Depressive Disorder,disease
ETCM_disease_id_1184,"Depressive Disorder, Treatment-Resistant",disease
ETCM_disease_id_1185,Depressivity,disease
ETCM_disease_id_1186,Dermal Atrophy,disease
ETCM_disease_id_1187,Dermatan Sulfate Excretion In Urine,disease
ETCM_disease_id_1188,Dermatitis,disease
ETCM_disease_id_1189,"Dermatitis, Atopic",disease
ETCM_disease_id_1190,Dermatographic Urticaria,disease
ETCM_disease_id_1191,Dermatologic Complications,disease
ETCM_disease_id_1192,Dermatological Disorders,disease
ETCM_disease_id_1193,Dermoid Cyst,disease
ETCM_disease_id_1194,Descending Thoracic Aorta Aneurysm,disease
ETCM_disease_id_1195,Desmoid Tumors,disease
ETCM_disease_id_1196,Desmoplastic Small Round-Cell Tumor,disease
ETCM_disease_id_1197,Desquamative Interstitial Pneumonitis,disease
ETCM_disease_id_1198,Detrusor Hyperreflexia,disease
ETCM_disease_id_1199,Developmental Disabilities,disease
ETCM_disease_id_1200,Developmental Regression,disease
ETCM_disease_id_1201,Developmental Stagnation,disease
ETCM_disease_id_1202,Developmental Stagnation At Onset Of Seizures,disease
ETCM_disease_id_1203,Dexamethasone-Suppresible Primary Hyperaldosteronism,disease
ETCM_disease_id_1204,Diabetes,disease
ETCM_disease_id_1205,Diabetes Insipidus,disease
ETCM_disease_id_1206,Diabetes Mellitus,disease
ETCM_disease_id_1207,"Diabetes Mellitus, Non-Insulin-Dependent",disease
ETCM_disease_id_1208,Diabetes Mellitus Type 1,disease
ETCM_disease_id_1209,Diabetes Mellitus Type 2,disease
ETCM_disease_id_1210,Diabetic Angiopathy,disease
ETCM_disease_id_1211,Diabetic Cardiovascular Dysfunction,disease
ETCM_disease_id_1212,Diabetic Complications,disease
ETCM_disease_id_1213,Diabetic Disorders,disease
ETCM_disease_id_1214,Diabetic Dyslipidemia,disease
ETCM_disease_id_1215,Diabetic Endothelial Dysfunction,disease
ETCM_disease_id_1216,Diabetic Foot Ulcer,disease
ETCM_disease_id_1217,Diabetic Ketoacidosis,disease
ETCM_disease_id_1218,Diabetic Macular Degeneration,disease
ETCM_disease_id_1219,Diabetic Macular Edema,disease
ETCM_disease_id_1220,Diabetic Nephropathy,disease
ETCM_disease_id_1221,Diabetic Neuropathy,disease
ETCM_disease_id_1222,Diabetic Retinopathy,disease
ETCM_disease_id_1223,Diaminoaciduria,disease
ETCM_disease_id_1224,Diaphragmatic Paralysis,disease
ETCM_disease_id_1225,Diaphragmatic Weakness,disease
ETCM_disease_id_1226,Diaphyseal Cortical Sclerosis,disease
ETCM_disease_id_1227,Diaphyseal Sclerosis,disease
ETCM_disease_id_1228,Diaphyseal Thickening,disease
ETCM_disease_id_1229,Diarrhea,disease
ETCM_disease_id_1230,Diarrhoea-Predominant Irritable Bowel Syndrome,disease
ETCM_disease_id_1231,Dicarboxylic Aciduria,disease
ETCM_disease_id_1232,Dietary Shortage,disease
ETCM_disease_id_1233,Difficulty Adjusting From Light To Dark,disease
ETCM_disease_id_1234,Difficulty Climbing Stairs,disease
ETCM_disease_id_1235,Difficulty In Tongue Movements,disease
ETCM_disease_id_1236,Difficulty Running,disease
ETCM_disease_id_1237,Difficulty Standing,disease
ETCM_disease_id_1238,Difficulty Walking,disease
ETCM_disease_id_1239,Diffuse Axonal Swelling,disease
ETCM_disease_id_1240,Diffuse Cerebral Atrophy,disease
ETCM_disease_id_1241,Diffuse Hepatic Steatosis,disease
ETCM_disease_id_1242,Diffuse Large B-Cell Lymphoma,disease
ETCM_disease_id_1243,Diffuse Leiomyomatosis,disease
ETCM_disease_id_1244,Diffuse Leukoencephalopathy,disease
ETCM_disease_id_1245,Diffuse Mesangial Sclerosis,disease
ETCM_disease_id_1246,Diffuse Nuclear Cataract,disease
ETCM_disease_id_1247,Diffuse Palmoplantar Keratoderma,disease
ETCM_disease_id_1248,Diffuse Reticular Or Finely Nodular Infiltrations,disease
ETCM_disease_id_1249,Diffuse Swelling Of Cerebral White Matter,disease
ETCM_disease_id_1250,Diffuse Telangiectasia,disease
ETCM_disease_id_1251,Digital Flexor Tenosynovitis,disease
ETCM_disease_id_1252,Dilatation,disease
ETCM_disease_id_1253,Dilatation Of Mesenteric Artery,disease
ETCM_disease_id_1254,Dilated Cardiomyopathy,disease
ETCM_disease_id_1255,Dilated Fourth Ventricle,disease
ETCM_disease_id_1256,Diminished Ability To Concentrate,disease
ETCM_disease_id_1257,Disabling Peak-Dose Dyskinesias,disease
ETCM_disease_id_1258,Dislocated Radial Head,disease
ETCM_disease_id_1259,Dislocated Wrist,disease
ETCM_disease_id_1260,Disorders Associated With Nmdar Hypofunction,disease
ETCM_disease_id_1261,Disorders Of Bone Mineralization,disease
ETCM_disease_id_1262,Disorders Of Cystine Excretion,disease
ETCM_disease_id_1263,Disorders Of Initiating And Maintaining Sleep,disease
ETCM_disease_id_1264,Disseminated Intravascular Coagulation,disease
ETCM_disease_id_1265,Distal Amyotrophy,disease
ETCM_disease_id_1266,Distal Arthrogryposis,disease
ETCM_disease_id_1267,Distal Lower Limb Amyotrophy,disease
ETCM_disease_id_1268,Distal Lower Limb Muscle Weakness,disease
ETCM_disease_id_1269,Distal Muscle Weakness,disease
ETCM_disease_id_1270,Distal Renal Tubular Acidosis,disease
ETCM_disease_id_1271,Distal Sensory Impairment,disease
ETCM_disease_id_1272,Distal Sensory Impairment Of All Modalities,disease
ETCM_disease_id_1273,Distal Upper Limb Amyotrophy,disease
ETCM_disease_id_1274,Distal Upper Limb Muscle Weakness,disease
ETCM_disease_id_1275,Dorsal Column Degeneration,disease
ETCM_disease_id_1276,Dorsal Subluxation Of Ulna,disease
ETCM_disease_id_1277,Dorsocervical Fat Pad,disease
ETCM_disease_id_1278,Downbeat Nystagmus,disease
ETCM_disease_id_1279,Doxorubicin-Induced Apoptosis,disease
ETCM_disease_id_1280,Drooling,disease
ETCM_disease_id_1281,Drowsiness,disease
ETCM_disease_id_1282,Drug-Induced Depressive State,disease
ETCM_disease_id_1283,Drug-Induced Dyskinesias,disease
ETCM_disease_id_1284,Drug Allergy,disease
ETCM_disease_id_1285,Drug Dependence,disease
ETCM_disease_id_1286,Drusen,disease
ETCM_disease_id_1287,Dry Hair,disease
ETCM_disease_id_1288,Dry Skin,disease
ETCM_disease_id_1289,Duchenne Dystrophy,disease
ETCM_disease_id_1290,Duchenne Muscular Dystrophy,disease
ETCM_disease_id_1291,Ductal Carcinoma In Situ,disease
ETCM_disease_id_1292,Duodenal Adenocarcinoma,disease
ETCM_disease_id_1293,Duodenal Atresia,disease
ETCM_disease_id_1294,Duodenal Ulcer,disease
ETCM_disease_id_1295,Dysarthria,disease
ETCM_disease_id_1296,Dyscalculia,disease
ETCM_disease_id_1297,Dysdiadochokinesis,disease
ETCM_disease_id_1298,Dysesthesia,disease
ETCM_disease_id_1299,Dysfunctional Alternative Complement Pathway,disease
ETCM_disease_id_1300,Dysgammaglobulinemia,disease
ETCM_disease_id_1301,Dysgenesis Of The Cerebellar Vermis,disease
ETCM_disease_id_1302,Dysgerminoma,disease
ETCM_disease_id_1303,Dysgraphia,disease
ETCM_disease_id_1304,Dyskinesia,disease
ETCM_disease_id_1305,"Dyskinesia, Drug-Induced",disease
ETCM_disease_id_1306,Dyslexia,disease
ETCM_disease_id_1307,Dyslipidemia,disease
ETCM_disease_id_1308,Dysmenorrhea,disease
ETCM_disease_id_1309,Dysmotility,disease
ETCM_disease_id_1310,Dyspareunia,disease
ETCM_disease_id_1311,Dysphagia,disease
ETCM_disease_id_1312,Dysphasia,disease
ETCM_disease_id_1313,Dysphonia,disease
